BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
I000056,HON. DARRELL E. ISSA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1191.2,2017,UNITED STATES POSTAL SERVICE
J000294,HON. HAKEEM S. JEFFRIES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906899,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,5904.09,2017,UNITED STATES POSTAL SERVICE
J000294,HON. HAKEEM S. JEFFRIES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,31268.37,2017,UNITED STATES POSTAL SERVICE
J000297,HON. EVAN H. JENKINS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,3115.19,2017,UNITED STATES POSTAL SERVICE
J000297,HON. EVAN H. JENKINS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/23/2017,AP,900877,UNITED STATES POSTAL SERVICE,6/1/2016,6/30/2016,FRANKED MAIL,23403.63,2016,UNITED STATES POSTAL SERVICE
J000126,HON. EDDIE BERNICE JOHNSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,2723.8,2017,UNITED STATES POSTAL SERVICE
K000381,HON. DEREK KILMER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,12719.23,2017,UNITED STATES POSTAL SERVICE
K000210,HON. PETER T.  KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,7611.83,2017,UNITED STATES POSTAL SERVICE
K000362,HON. STEVE KING,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,3438.77,2017,UNITED STATES POSTAL SERVICE
K000378,HON. ADAM KINZINGER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,16514.77,2017,UNITED STATES POSTAL SERVICE
L000573,HON. RAUL R. LABRADOR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,15577.21,2017,UNITED STATES POSTAL SERVICE
L000578,HON. DOUG LAMALFA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/7/2017,AP,907513,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,16608.18,2017,UNITED STATES POSTAL SERVICE
L000564,HON. DOUG LAMBORN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,28598,2017,UNITED STATES POSTAL SERVICE
L000566,HON. ROBERT E. LATTA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1246.73,2017,UNITED STATES POSTAL SERVICE
L000581,HON. BRENDA L. LAWRENCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,2274.52,2017,UNITED STATES POSTAL SERVICE
L000551,HON. BARBARA LEE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,26555.7,2017,UNITED STATES POSTAL SERVICE
L000569,HON. BLAINE LUETKEMEYER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,2140.36,2017,UNITED STATES POSTAL SERVICE
L000562,HON. STEPHEN F. LYNCH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1807.54,2017,UNITED STATES POSTAL SERVICE
M001198,HON. ROGER W. MARSHALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,10567.51,2017,UNITED STATES POSTAL SERVICE
M001143,HON. BETTY MCCOLLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,2205.24,2017,UNITED STATES POSTAL SERVICE
M001143,HON. BETTY MCCOLLUM,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,1752.21,2017,UNITED STATES POSTAL SERVICE
M001156,HON. PATRICK T. MCHENRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,8440.55,2017,UNITED STATES POSTAL SERVICE
M001180,HON. DAVID B. MCKINLEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,19014.6,2017,UNITED STATES POSTAL SERVICE
M001187,HON. MARK MEADOWS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906899,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,6752,2017,UNITED STATES POSTAL SERVICE
M001181,HON. PATRICK MEEHAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,1706.76,2017,UNITED STATES POSTAL SERVICE
M001181,HON. PATRICK MEEHAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,1787.26,2017,UNITED STATES POSTAL SERVICE
M001181,HON. PATRICK MEEHAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,4095.8,2017,UNITED STATES POSTAL SERVICE
M001160,HON. GWEN MOORE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1025.15,2017,UNITED STATES POSTAL SERVICE
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906899,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,32477.19,2017,UNITED STATES POSTAL SERVICE
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,1054.85,2017,UNITED STATES POSTAL SERVICE
N000189,HON. DAN NEWHOUSE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,2814.67,2017,UNITED STATES POSTAL SERVICE
N000188,HON. DONALD NORCROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,11929.73,2017,UNITED STATES POSTAL SERVICE
N000181,HON. DEVIN NUNES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1593.02,2017,UNITED STATES POSTAL SERVICE
P000034,HON. FRANK PALLONE  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/10/2017,AP,902390,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,47560.84,2017,UNITED STATES POSTAL SERVICE
P000258,HON. COLLIN C. PETERSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,2113.77,2017,UNITED STATES POSTAL SERVICE
P000599,HON. BILL POSEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,30974.62,2017,UNITED STATES POSTAL SERVICE
R000585,HON. TOM REED,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,1416.98,2017,UNITED STATES POSTAL SERVICE
R000585,HON. TOM REED,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,18865.32,2017,UNITED STATES POSTAL SERVICE
R000597,HON. TOM RICE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,1354.26,2017,UNITED STATES POSTAL SERVICE
R000597,HON. TOM RICE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,3294.2,2017,UNITED STATES POSTAL SERVICE
R000597,HON. TOM RICE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,1044.32,2017,UNITED STATES POSTAL SERVICE
R000592,HON. TODD ROKITA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1301.61,2017,UNITED STATES POSTAL SERVICE
R000583,HON. THOMAS J. ROONEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,7548.44,2017,UNITED STATES POSTAL SERVICE
R000435,HON. ILEANA ROS-LEHTINEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,6841.24,2017,UNITED STATES POSTAL SERVICE
R000435,HON. ILEANA ROS-LEHTINEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906899,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,29922.95,2017,UNITED STATES POSTAL SERVICE
R000435,HON. ILEANA ROS-LEHTINEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,2546.88,2017,UNITED STATES POSTAL SERVICE
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906899,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,1522.14,2017,UNITED STATES POSTAL SERVICE
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/1/2017,AP,E0489742,FRANKING SENSE LLC,2/1/2017,2/1/2017,FRANKED MAIL,4014.48,2017,FRANKING SENSE LLC
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/1/2017,AP,E0489743,FRANKING SENSE LLC,1/25/2017,1/25/2017,FRANKED MAIL,2700,2017,FRANKING SENSE LLC
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,2734.4,2017,UNITED STATES POSTAL SERVICE
R000593,HON. DENNIS A. ROSS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/1/2017,AP,E0489755,FRANKING SENSE LLC,8/4/2016,8/4/2016,FRANKED MAIL,2650,2016,FRANKING SENSE LLC
R000603,HON. DAVID ROUZER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906899,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,41593.39,2017,UNITED STATES POSTAL SERVICE
R000487,HON. EDWARD R. ROYCE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,3837.43,2017,UNITED STATES POSTAL SERVICE
R000570,HON. PAUL D. RYAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,35011.4,2017,UNITED STATES POSTAL SERVICE
S001177,HON. GREGORIO SABLAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,1133.53,2017,UNITED STATES POSTAL SERVICE
S001156,HON. LINDA T. SANCHEZ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,7675.83,2017,UNITED STATES POSTAL SERVICE
S001176,HON. STEVE SCALISE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1108.12,2017,UNITED STATES POSTAL SERVICE
S001180,HON. KURT SCHRADER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,24952.53,2017,UNITED STATES POSTAL SERVICE
S000244,HON. F. JAMES SENSENBRENNER  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906899,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,18969.36,2017,UNITED STATES POSTAL SERVICE
S000250,HON. PETE SESSIONS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,2457,2017,UNITED STATES POSTAL SERVICE
S001191,HON. KYRSTEN SINEMA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/10/2017,AP,902390,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,12708.57,2017,UNITED STATES POSTAL SERVICE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,5085.9,2017,UNITED STATES POSTAL SERVICE
S001165,HON. ALBIO SIRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,2046.32,2017,UNITED STATES POSTAL SERVICE
S000510,HON. ADAM SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/10/2017,AP,902390,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1799.84,2017,UNITED STATES POSTAL SERVICE
S000583,HON. LAMAR SMITH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,8117.53,2017,UNITED STATES POSTAL SERVICE
S001196,HON. ELISE M. STEFANIK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,1475.32,2017,UNITED STATES POSTAL SERVICE
S001193,HON. ERIC SWALWELL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906899,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,11467.16,2017,UNITED STATES POSTAL SERVICE
T000193,HON. BENNIE G. THOMPSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,6448.67,2017,UNITED STATES POSTAL SERVICE
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,1068.63,2017,UNITED STATES POSTAL SERVICE
T000470,HON. SCOTT R. TIPTON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1091.33,2017,UNITED STATES POSTAL SERVICE
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,1414.03,2017,UNITED STATES POSTAL SERVICE
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,1683.76,2017,UNITED STATES POSTAL SERVICE
T000469,HON. PAUL D. TONKO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1388.3,2017,UNITED STATES POSTAL SERVICE
T000474,HON. NORMA J. TORRES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,8600.3,2017,UNITED STATES POSTAL SERVICE
V000129,HON. DAVID G. VALADAO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,7005.87,2017,UNITED STATES POSTAL SERVICE
V000130,HON. JUAN VARGAS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,25391.98,2017,UNITED STATES POSTAL SERVICE
V000131,HON. MARC A. VEASEY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,10803.88,2017,UNITED STATES POSTAL SERVICE
V000132,HON. FILEMON VELA,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,1/31/2017,AP,901568,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,15835.19,2017,UNITED STATES POSTAL SERVICE
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,1080.44,2017,UNITED STATES POSTAL SERVICE
V000108,HON. PETER J. VISCLOSKY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/10/2017,AP,902390,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,19710.31,2017,UNITED STATES POSTAL SERVICE
W000798,HON. TIM WALBERG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,2321.96,2017,UNITED STATES POSTAL SERVICE
W000798,HON. TIM WALBERG,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,2121.31,2017,UNITED STATES POSTAL SERVICE
W000814,HON. RANDY K. WEBER  SR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,1099.3,2017,UNITED STATES POSTAL SERVICE
W000821,HON. BRUCE WESTERMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,1086.18,2017,UNITED STATES POSTAL SERVICE
W000795,HON. JOE WILSON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,23698.75,2017,UNITED STATES POSTAL SERVICE
W000804,HON. ROBERT J. WITTMAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/28/2017,AP,912407,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,6393.25,2017,UNITED STATES POSTAL SERVICE
W000810,HON. ROB WOODALL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/10/2017,AP,902390,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,15216.35,2017,UNITED STATES POSTAL SERVICE
Z000017,HON. LEE M. ZELDIN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/29/2017,AP,912572,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,12039.32,2017,UNITED STATES POSTAL SERVICE
,OTHER ADMINISTRATION ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,2/27/2017,AP,906894,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,1785,2017,UNITED STATES POSTAL SERVICE
,OTHER ADMINISTRATION ,2017Q1,OFFICIAL EXPENSES OF MEMBERS,FRANKED MAIL,3/7/2017,AP,907471,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,22010,2017,UNITED STATES POSTAL SERVICE
,OFFICIAL MAIL,2017Q1,OFFICIAL MAIL,FRANKED MAIL,2/6/2017,AP,901456,UNITED STATES POSTAL SERVICE,12/1/2016,1/2/2017,FRANKED MAIL,5909.48,2017,UNITED STATES POSTAL SERVICE
,OFFICIAL MAIL,2017Q1,OFFICIAL MAIL,FRANKED MAIL,2/27/2017,AP,906822,UNITED STATES POSTAL SERVICE,1/3/2017,1/31/2017,FRANKED MAIL,11370.26,2017,UNITED STATES POSTAL SERVICE
,OFFICIAL MAIL,2017Q1,OFFICIAL MAIL,FRANKED MAIL,3/29/2017,AP,912278,UNITED STATES POSTAL SERVICE,2/1/2017,2/28/2017,FRANKED MAIL,9762.18,2017,UNITED STATES POSTAL SERVICE
